timestamp,rmssd_ratio,slope,rmssd_raw,mean_rr
0,0.6211951567507196,85.9375,96.1353608559717,597.65625
10,0.76834891648536,328.125,118.90868682232265,591.796875
20,1.5233461593632192,125.0,183.39023224281158,494.140625
30,2.7376775843684453,11.71875,329.57927843080546,488.8671875
40,0.8661636448150327,-54.6875,134.0463679565229,580.078125
50,1.8754269319512205,-66.40625,225.7759856425067,527.5390625
60,0.07209314696655147,-11.71875,11.157042394091395,661.328125
70,1.1117677508933583,50.78125,197.88397662565032,452.34375
80,0.8780584931809945,156.25,156.28597447709944,446.09375
90,0.5520295087820104,171.875,85.43137442908258,531.25
100,0.5624696410793373,-42.96875,87.04707583125942,645.703125
110,0.6520667430628062,66.40625,116.06161452238533,470.3125
120,1.0504636065716444,-156.25,186.97242801105378,415.625
130,0.05462898579060862,3.90625,8.45431134660859,659.9609375
140,0.7234435329867946,-117.1875,128.76599726561827,414.6484375
150,0.9832705921647396,-417.96875,152.16968801119475,542.96875
160,0.9054471799365797,-113.28125,109.00356927514069,421.2890625
170,1.1558357025869481,3.90625,205.72764857590016,449.8046875
180,1.2011818490180106,-97.65625,185.8933529247224,469.7265625
190,0.6371306079172758,453.125,98.60151071508008,683.3984375
200,2.4786354652380322,-460.9375,298.39411798910083,494.140625
210,1.1368604340193387,148.4375,136.86258880885063,407.03125
220,0.6856739167262518,11.71875,106.11401054509162,668.359375
230,0.8273565042588183,-128.90625,147.26150764696536,392.578125
240,1.2284625283536839,328.125,218.65452568748358,456.8359375
250,1.1595934025656196,-269.53125,179.45717861832117,649.0234375
260,0.08044643238872294,3.90625,12.449786066778522,692.7734375
270,1.2793279602059757,46.875,227.70808378864675,422.65625
280,0.056142540533253064,7.8125,8.688547125458651,729.296875
290,0.7161481511701079,3.90625,110.83016374305552,632.6171875
300,1.3290384475525165,0.0,159.99821712102886,437.6953125
310,1.0747736302453594,164.0625,129.3881790738476,403.125
320,0.8498275786414239,-421.875,131.51821943588473,650.0
330,1.607427392164774,54.6875,248.76338895466617,584.375
340,0.853842720409009,-15.625,132.13959759461622,507.421875
350,0.8947648595089677,-281.25,138.47265503497147,647.265625
360,0.11595789440654343,-27.34375,17.945494103949002,693.1640625
370,1.5882755230269407,7.8125,191.2068476643815,437.890625
380,0.5603493041093838,54.6875,86.71893521791505,500.9765625
390,0.8038752027879263,-78.125,143.08206161817733,490.4296875
400,1.0327688786631695,402.34375,159.8299789561037,597.65625
410,0.0452265075150937,11.71875,6.999195941837665,693.5546875
420,0.7710230481418615,11.71875,137.23469376921756,492.1875
430,0.7776536374543127,11.71875,120.34867343247801,675.9765625
440,1.2274907430178537,214.84375,147.77324973336638,430.078125
450,0.6396780375032238,-191.40625,98.99574763054684,661.5234375
460,1.2929263406572455,566.40625,200.0916120618664,541.6015625
470,0.8085181138348215,292.96875,125.12521996898221,456.25
480,0.8904824051854743,62.5,137.80990793003315,633.203125
490,0.08371461368798876,-19.53125,12.955565587325781,687.890625
500,1.29896799475259,-445.3125,201.02661065338955,697.265625
510,0.712462639555707,-85.9375,126.8115037508531,435.546875
520,0.08666667671014927,-7.8125,13.412423051233628,693.359375
530,1.4702806209031414,-390.625,227.53873161117798,572.4609375
540,0.6093140225796793,15.625,94.29665186331685,656.25
550,0.9884744680971103,324.21875,152.97503313530189,552.734375
560,0.08820071928510244,-15.625,13.649829500573876,653.90625
570,0.8948279878812789,46.875,107.72516246964699,425.78125
580,0.06395994030661423,-39.0625,9.898357826653555,658.59375
590,0.7746755764812381,-70.3125,93.26044051807283,395.703125
600,0.6505295530251568,-3.90625,78.31494179889184,375.78125
610,1.2555648192462896,285.15625,151.1529880337455,438.4765625
620,0.791305064098034,113.28125,140.84469771848418,452.9296875
630,1.3338869563906768,-35.15625,160.58191187510445,438.0859375
640,1.277926838864934,-308.59375,197.7703085201482,465.8203125
650,1.1627403642980865,-109.375,139.9781816733321,410.546875
660,1.214123262534902,250.0,146.1639862477155,398.2421875
670,0.35432031587288737,476.5625,54.83415486240017,678.7109375
680,0.4421505684391756,156.25,78.69855253467266,397.0703125
690,0.04981314868042557,-15.625,7.70901860989008,679.6875
700,0.06500000753261194,31.25,10.05931728842522,673.828125
710,0.08431329554903937,-7.8125,13.048216819590815,688.0859375
720,2.6955870067928513,54.6875,324.5121433286637,505.46875
730,0.07278747901219863,31.25,11.264496325495662,670.3125
740,1.4285281623609554,42.96875,171.9754304368241,443.359375
750,0.8475691618711537,-171.875,102.03584029933847,433.7890625
760,1.0504729824442272,-7.8125,126.46271041624234,414.2578125
770,1.0628491893294145,-109.375,127.95263799508518,410.7421875
780,0.06703174628239608,7.8125,10.373746555545118,650.0
790,1.0043591699678196,-289.0625,120.91123235745043,383.59375
800,0.5826164636814848,-42.96875,90.1649720993012,656.8359375
810,0.7839193936902299,-156.25,94.37327083201522,413.4765625
820,1.0781986702890887,175.78125,166.8606348846108,592.96875
830,0.09792896194588119,-15.625,15.155359781235292,723.4375
840,0.7018698752366748,42.96875,124.92609348848127,395.5078125
850,0.06236732671202703,-15.625,9.651887001895972,740.4296875
860,0.8854899933675738,-27.34375,157.60871010064392,452.9296875
870,0.42434127530177385,226.5625,65.67050818715515,595.703125
880,0.09620168423558371,46.875,14.888048511703678,680.078125
890,0.056142540533253064,-15.625,8.688547125458651,746.875
900,0.04668580080952647,-50.78125,7.225034288982557,633.7890625
910,0.8875059664135245,15.625,157.9675339312347,456.8359375
920,0.10956444615681243,46.875,16.956052303055312,660.546875
930,1.1478799222435572,179.6875,204.31159612227813,444.3359375
940,0.8657309891602395,179.6875,154.09179721702375,446.2890625
950,1.2474245008451865,-7.8125,222.02957458440437,472.4609375
960,0.07897408567023076,-23.4375,12.2219275885706,701.953125
970,1.5824909006333778,-316.40625,190.51045752503464,458.7890625
980,0.9657391988990828,62.5,149.45655221226545,611.328125
990,0.12620452866936774,74.21875,19.53125,709.765625
1000,0.12063490850791993,15.625,18.669302770964624,737.109375
1010,1.3269312292353506,167.96875,159.744536593989,422.0703125
1020,0.7838809784966946,89.84375,121.31240869631044,664.453125
1030,0.05081284328660079,-35.15625,7.8637300571156565,719.140625
1040,0.7639215643328479,121.09375,135.97069788973545,416.015625
1050,0.8843800978461582,-35.15625,136.86552272074115,433.0078125
1060,0.7417654012611362,378.90625,132.02711376267865,456.640625
1070,0.05848280848211613,78.125,9.050723973295698,695.703125
1080,0.6688652025977655,140.625,103.51271563687109,491.40625
1090,1.4585087379241637,82.03125,175.58468541903264,497.4609375
1100,0.059053385978814564,39.0625,9.139025810400028,672.4609375
1110,0.6709211374477191,347.65625,119.41751555005668,437.890625
1120,0.6314675510398238,-250.0,112.39515628098762,407.6171875
1130,1.0213583410471283,93.75,158.06409887903322,440.234375
1140,0.4676453025535312,27.34375,83.23637022681962,378.90625
1150,0.10598649689544798,-144.53125,16.4023334924245,712.890625
1160,0.9446534535166571,-70.3125,113.72347326612271,409.9609375
1170,1.0970894339238628,39.0625,195.27137724978107,464.0625
1180,1.16453190476672,-167.96875,207.27548900164658,475.390625
1190,1.1507362409382824,128.90625,204.81999340342634,434.765625
1200,0.7819596284398733,-246.09375,139.18129997210238,467.96875
1210,0.07747376285443043,35.15625,11.989739565644188,705.46875
1220,0.0891460916217132,11.71875,13.796134103460211,695.8984375
1230,0.7290485783122437,-82.03125,112.82661720060086,685.546875
1240,0.06948793094993125,-7.8125,10.753862525182583,691.2109375
1250,0.6879952173771924,54.6875,82.8253000286478,382.03125
1260,1.2124211410386037,-62.5,187.63273125442007,496.2890625
1270,1.1141251842748192,-15.625,198.303577114852,445.5078125
1280,1.4300822340790742,-152.34375,221.31768113909513,467.3828125
1290,1.0376822466112021,15.625,124.92287917003665,391.015625
1300,1.3175503384715985,-62.5,203.90239018831187,639.453125
1310,1.345104595088671,343.75,208.16665138580106,584.1796875
1320,0.41969310541123683,-19.53125,64.9511634129879,497.65625
1330,1.1283173740827825,-394.53125,174.61694080953578,527.734375
1340,1.1303550281333425,-19.53125,201.1923333682667,476.171875
1350,1.211715686039168,-50.78125,187.52355594904077,574.8046875
1360,0.7354139358867723,-42.96875,113.811711724849,671.6796875
1370,0.8130661066768543,-7.8125,97.88214006103274,407.03125
1380,0.07415664247909415,31.25,11.476386296836235,699.4140625
1390,0.666982591760001,-35.15625,103.22136521297769,400.5859375
1400,0.7081909641041635,-42.96875,109.59871974084477,505.46875
1410,0.6846461760785437,-183.59375,105.9549587286696,614.84375
1420,1.1299210264739048,-324.21875,174.86511998420045,482.421875
1430,0.05523938446541106,-42.96875,8.548775857850243,765.625
1440,1.6573700087208392,-128.90625,199.52488733003335,446.875
1450,1.385301875169548,-468.75,166.77157128878883,426.7578125
1460,0.0677779482654793,3.90625,10.489227811532974,632.421875
1470,0.11198605235700058,46.875,17.330816953706908,686.1328125
1480,2.3143019473001982,-160.15625,358.1583829422296,634.5703125
1490,0.7431311384843007,-66.40625,132.27020186496287,456.25
1500,1.4696679307008071,-66.40625,261.5867695501832,472.265625
1510,0.5455835211162188,160.15625,84.43380169595727,557.8125
1520,0.5914133274827289,-58.59375,91.52636338953111,673.2421875
